Sample in Buffer,Sample in Window,TRIGGER,CPU/datapath/RegisterFile/output[4]_3[31:0],CPU/datapath/RegisterFile/output[0]_7[31:0],CPU/datapath/RegisterFile/output[6]_1[31:0],CPU/datapath/RegisterFile/output[7]_0[31:0],CPU/datapath/AdressI[31:0],CPU/datapath/RegisterFile/output[1]_6[31:0],CPU/datapath/RegisterFile/output[2]_5[31:0],CPU/datapath/RegisterFile/output[5]_2[31:0],CPU/datapath/RegisterFile/output[3]_4[31:0],CPU/datapath/PC_out[31:0],CPU/I_line[15:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
715,715,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
716,716,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
717,717,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
718,718,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
719,719,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
720,720,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,0508
721,721,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
722,722,0,00000000,00000000,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
723,723,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,c808
724,724,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,f9fd
725,725,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,0000038e,f9fd
726,726,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,f9fd
727,727,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,0508
728,728,0,00000000,00000000,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
729,729,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
730,730,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
731,731,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
732,732,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
733,733,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
734,734,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,0508
735,735,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
736,736,0,00000000,00000000,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
737,737,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,c808
738,738,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,f9fd
739,739,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,0000038e,f9fd
740,740,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,f9fd
741,741,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,0508
742,742,0,00000000,00000000,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
743,743,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
744,744,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
745,745,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
746,746,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
747,747,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
748,748,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,0508
749,749,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
750,750,0,00000000,00000000,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
751,751,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,c808
752,752,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,f9fd
753,753,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,0000038e,f9fd
754,754,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,f9fd
755,755,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,0508
756,756,0,00000000,00000000,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
757,757,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
758,758,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
759,759,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
760,760,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
761,761,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
762,762,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,0508
763,763,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
764,764,0,00000000,00000000,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
765,765,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,c808
766,766,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,f9fd
767,767,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,0000038e,f9fd
768,768,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,f9fd
769,769,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,0508
770,770,0,00000000,00000000,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
771,771,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
772,772,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
773,773,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
774,774,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
775,775,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
776,776,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,0508
777,777,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
778,778,0,00000000,00000000,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
779,779,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,c808
780,780,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,f9fd
781,781,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,0000038e,f9fd
782,782,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,f9fd
783,783,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,0508
784,784,0,00000000,00000000,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
785,785,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
786,786,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
787,787,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
788,788,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
789,789,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
790,790,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,0508
791,791,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
792,792,0,00000000,00000000,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
793,793,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,c808
794,794,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,f9fd
795,795,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,0000038e,f9fd
796,796,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,f9fd
797,797,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,0508
798,798,0,00000000,00000000,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
799,799,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
800,800,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
801,801,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
802,802,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
803,803,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
804,804,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,0508
805,805,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
806,806,0,00000000,00000000,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
807,807,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,c808
808,808,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,f9fd
809,809,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,0000038e,f9fd
810,810,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,f9fd
811,811,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,0508
812,812,0,00000000,00000000,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
813,813,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
814,814,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
815,815,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
816,816,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
817,817,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
818,818,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,0508
819,819,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
820,820,0,00000000,00000000,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
821,821,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,c808
822,822,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,f9fd
823,823,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,0000038e,f9fd
824,824,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,f9fd
825,825,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,0508
826,826,0,00000000,00000000,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
827,827,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
828,828,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
829,829,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
830,830,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
831,831,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
832,832,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,0508
833,833,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
834,834,0,00000000,00000000,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
835,835,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,c808
836,836,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,f9fd
837,837,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,0000038e,f9fd
838,838,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,f9fd
839,839,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,0508
840,840,0,00000000,00000000,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
841,841,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
842,842,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
843,843,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
844,844,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
845,845,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
846,846,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,0508
847,847,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
848,848,0,00000000,00000000,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
849,849,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,c808
850,850,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,f9fd
851,851,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,0000038e,f9fd
852,852,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,f9fd
853,853,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,0508
854,854,0,00000000,00000000,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
855,855,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
856,856,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
857,857,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
858,858,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
859,859,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
860,860,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,0508
861,861,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
862,862,0,00000000,00000000,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
863,863,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,c808
864,864,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,f9fd
865,865,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,0000038e,f9fd
866,866,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,f9fd
867,867,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,0508
868,868,0,00000000,00000000,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
869,869,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
870,870,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
871,871,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
872,872,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
873,873,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
874,874,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,0508
875,875,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
876,876,0,00000000,00000000,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
877,877,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,c808
878,878,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,f9fd
879,879,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,0000038e,f9fd
880,880,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,f9fd
881,881,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,0508
882,882,0,00000000,00000000,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
883,883,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
884,884,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
885,885,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
886,886,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
887,887,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
888,888,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,0508
889,889,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
890,890,0,00000000,00000000,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
891,891,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,c808
892,892,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,f9fd
893,893,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,0000038e,f9fd
894,894,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,f9fd
895,895,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,0508
896,896,0,00000000,00000000,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
897,897,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
898,898,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
899,899,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
900,900,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
901,901,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
902,902,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,0508
903,903,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
904,904,0,00000000,00000000,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
905,905,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,c808
906,906,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,f9fd
907,907,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,0000038e,f9fd
908,908,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,f9fd
909,909,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,0508
910,910,0,00000000,00000000,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
911,911,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
912,912,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
913,913,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
914,914,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
915,915,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
916,916,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,0508
917,917,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
918,918,0,00000000,00000000,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
919,919,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,c808
920,920,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,f9fd
921,921,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,0000038e,f9fd
922,922,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,f9fd
923,923,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,0508
924,924,0,00000000,00000000,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
925,925,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
926,926,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
927,927,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
928,928,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
929,929,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
930,930,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,0508
931,931,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
932,932,0,00000000,00000000,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
933,933,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,c808
934,934,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,f9fd
935,935,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,0000038e,f9fd
936,936,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,f9fd
937,937,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,0508
938,938,0,00000000,00000000,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
939,939,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
940,940,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
941,941,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
942,942,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
943,943,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
944,944,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,0508
945,945,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
946,946,0,00000000,00000000,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
947,947,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,c808
948,948,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,f9fd
949,949,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,0000038e,f9fd
950,950,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,f9fd
951,951,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,0508
952,952,0,00000000,00000000,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
953,953,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
954,954,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
955,955,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
956,956,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
957,957,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
958,958,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,0508
959,959,0,00000000,00000060,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
960,960,0,00000000,00000000,1800fdfc,000000d0,00000390,08000280,00000093,00000002,00000080,00000392,c808
961,961,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,c808
962,962,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,00000394,f9fd
963,963,0,00000000,00000000,1800fdfc,000000d0,00000392,08000280,00000093,00000002,00000080,0000038e,f9fd
964,964,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,f9fd
965,965,0,00000000,00000000,1800fdfc,000000d0,0000038e,08000280,00000093,00000002,00000080,00000390,0508
966,966,0,00000000,00000000,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
967,967,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
968,968,0,00000000,00000060,1800fdfc,000000d0,08000285,08000280,00000093,00000002,00000080,00000390,0508
